continentName,ghgYear,co2concentration
Northern Europe                                   ,2019Q4,         1874.95
Northern Europe                                   ,2020Q1,         1807.76
Northern Europe                                   ,2020Q2,         1478.39
Northern Europe                                   ,2020Q3,         1666.42
Northern Europe                                   ,2020Q4,         1740.64
Northern Europe                                   ,2021Q1,         1750.76
Northern Europe                                   ,2021Q2,         1709.24
Northern Europe                                   ,2021Q3,         1710.88
Northern Europe                                   ,2021Q4,         1761.96
Northern Europe                                   ,2022Q1,         1755.11
Northern Europe                                   ,2022Q2,         1752.34
Northern Europe                                   ,2022Q3,         1747.08
Northern Europe                                   ,2022Q4,         1758.49
Northern Europe                                   ,2023Q1,         1725.67
Northern Europe                                   ,2023Q2,         1686.46
Oceania                                           ,2010Q1,         1346.82
Oceania                                           ,2010Q2,         1318.83
Oceania                                           ,2010Q3,         1350.91
Oceania                                           ,2010Q4,         1325.04
Oceania                                           ,2011Q1,         1316.39
Oceania                                           ,2011Q2,         1332.18
Oceania                                           ,2011Q3,         1350.78
Oceania                                           ,2011Q4,         1358.97
Oceania                                           ,2012Q1,         1341.53
Oceania                                           ,2012Q2,         1353.33
Oceania                                           ,2012Q3,         1350.47
Oceania                                           ,2012Q4,         1358.75
Oceania                                           ,2013Q1,         1345.13
Oceania                                           ,2013Q2,         1327.92
Oceania                                           ,2013Q3,            1309
Oceania                                           ,2013Q4,         1331.05
Oceania                                           ,2014Q1,         1325.02
Oceania                                           ,2014Q2,         1302.03
Oceania                                           ,2014Q3,         1322.21
Oceania                                           ,2014Q4,         1344.33
Oceania                                           ,2015Q1,         1321.09
Oceania                                           ,2015Q2,         1328.45
Oceania                                           ,2015Q3,         1361.23
Oceania                                           ,2015Q4,         1366.91
Oceania                                           ,2016Q1,         1360.76
Oceania                                           ,2016Q2,         1360.04
Oceania                                           ,2016Q3,         1359.64
Oceania                                           ,2016Q4,         1364.43
Oceania                                           ,2017Q1,         1364.83
Oceania                                           ,2017Q2,         1373.05
Oceania                                           ,2017Q3,         1388.22
Oceania                                           ,2017Q4,         1391.58
Oceania                                           ,2018Q1,         1378.12
Oceania                                           ,2018Q2,         1381.18
Oceania                                           ,2018Q3,         1378.16
Oceania                                           ,2018Q4,         1391.58
Oceania                                           ,2019Q1,          1370.8
Oceania                                           ,2019Q2,         1361.39
Oceania                                           ,2019Q3,         1362.74
Oceania                                           ,2019Q4,            1389
Oceania                                           ,2020Q1,         1349.58
Oceania                                           ,2020Q2,         1238.32
Oceania                                           ,2020Q3,         1303.12
Oceania                                           ,2020Q4,         1323.12
Oceania                                           ,2021Q1,         1288.91
Australia and New Zealand                         ,2017Q3,         1335.65
Australia and New Zealand                         ,2017Q4,         1346.25
Australia and New Zealand                         ,2018Q1,         1330.22
Australia and New Zealand                         ,2018Q2,         1327.72
Australia and New Zealand                         ,2018Q3,         1312.62
Australia and New Zealand                         ,2018Q4,         1343.29
Australia and New Zealand                         ,2019Q1,         1323.95
Australia and New Zealand                         ,2019Q2,         1311.58
Australia and New Zealand                         ,2019Q3,         1293.61
Australia and New Zealand                         ,2019Q4,         1332.51
Australia and New Zealand                         ,2020Q1,         1311.88
Australia and New Zealand                         ,2020Q2,         1200.74
Australia and New Zealand                         ,2020Q3,         1251.57
Australia and New Zealand                         ,2020Q4,         1274.73
Australia and New Zealand                         ,2021Q1,         1243.28
Australia and New Zealand                         ,2021Q2,         1254.61
Australia and New Zealand                         ,2021Q3,         1204.38
Australia and New Zealand                         ,2021Q4,          1250.9
Australia and New Zealand                         ,2022Q1,         1226.34
Australia and New Zealand                         ,2022Q2,         1254.83
Australia and New Zealand                         ,2022Q3,         1263.78
Australia and New Zealand                         ,2022Q4,         1262.63
Australia and New Zealand                         ,2023Q1,         1272.77
Australia and New Zealand                         ,2023Q2,          1275.9
Central Asia                                      ,2010Q1,         1884.04
Central Asia                                      ,2010Q2,          933.62
Central Asia                                      ,2010Q3,           863.6
Central Asia                                      ,2010Q4,         1427.23
Central Asia                                      ,2011Q1,         1977.73
Central Asia                                      ,2011Q2,          825.57
Central Asia                                      ,2011Q3,          733.32
Central Asia                                      ,2011Q4,         1653.44
Central Asia                                      ,2012Q1,         2071.26
Central Asia                                      ,2012Q2,          644.22
Central Asia                                      ,2012Q3,          753.52
Central Asia                                      ,2012Q4,         1739.47
Central Asia                                      ,2013Q1,         1772.12
Central Asia                                      ,2013Q2,          999.54
Central Asia                                      ,2013Q3,          868.19
Central Asia                                      ,2013Q4,         1637.53
Central Asia                                      ,2014Q1,         2043.75
Central Asia                                      ,2014Q2,          935.74
Central Asia                                      ,2014Q3,           814.6
Central Asia                                      ,2014Q4,         1811.12
Central Asia                                      ,2015Q1,         1897.34
Central Asia                                      ,2015Q2,         1028.75
Central Asia                                      ,2015Q3,         1042.54
Central Asia                                      ,2015Q4,         1684.95
Central Asia                                      ,2016Q1,         1713.79
Central Asia                                      ,2016Q2,         1059.24
Central Asia                                      ,2016Q3,         1047.37
Central Asia                                      ,2016Q4,         1941.79
Central Asia                                      ,2017Q1,         2193.32
Central Asia                                      ,2017Q2,         1111.35
Central Asia                                      ,2017Q3,         1021.74
Central Asia                                      ,2017Q4,         1632.62
Central Asia                                      ,2018Q1,         2105.71
Central Asia                                      ,2018Q2,          1141.4
Central Asia                                      ,2018Q3,         1019.42
Central Asia                                      ,2018Q4,         1911.04
Central Asia                                      ,2019Q1,         2047.96
Central Asia                                      ,2019Q2,         1179.28
Central Asia                                      ,2019Q3,         1018.22
Central Asia                                      ,2019Q4,         1722.28
Central Asia                                      ,2020Q1,         1753.13
Central Asia                                      ,2020Q2,         1060.91
Central Asia                                      ,2020Q3,          948.33
Central Asia                                      ,2020Q4,         2000.98
Central Asia                                      ,2021Q1,         2068.64
Central Asia                                      ,2021Q2,         1103.68
Central Asia                                      ,2021Q3,         1031.92
Central Asia                                      ,2021Q4,         1847.89
Central Asia                                      ,2022Q1,         2140.32
Central Asia                                      ,2022Q2,         1071.64
Central Asia                                      ,2022Q3,         1089.98
Central Asia                                      ,2022Q4,         1924.53
Central Asia                                      ,2023Q1,         2184.92
Central Asia                                      ,2023Q2,         1269.56
Eastern Asia                                      ,2010Q1,        27748.69
Eastern Asia                                      ,2010Q2,        27637.23
Eastern Asia                                      ,2010Q3,         28015.5
Eastern Asia                                      ,2010Q4,        29339.35
Eastern Asia                                      ,2011Q1,        30973.82
Eastern Asia                                      ,2011Q2,        29772.29
Eastern Asia                                      ,2011Q3,        30189.98
Eastern Asia                                      ,2011Q4,        30508.62
Eastern Asia                                      ,2012Q1,        32181.25
Eastern Asia                                      ,2012Q2,        30211.69
Eastern Asia                                      ,2012Q3,        30402.64
Eastern Asia                                      ,2012Q4,        31781.13
Eastern Asia                                      ,2013Q1,        32855.51
Eastern Asia                                      ,2013Q2,        31652.07
Eastern Asia                                      ,2013Q3,        31848.91
Eastern Asia                                      ,2013Q4,        32845.05
Eastern Asia                                      ,2014Q1,        33301.84
Eastern Asia                                      ,2014Q2,        31724.61
Eastern Asia                                      ,2014Q3,         32126.9
Eastern Asia                                      ,2014Q4,        33112.53
Eastern Asia                                      ,2015Q1,        32566.69
Eastern Asia                                      ,2015Q2,        31609.11
Eastern Asia                                      ,2015Q3,        31782.89
Eastern Asia                                      ,2015Q4,        32572.76
Eastern Asia                                      ,2016Q1,        31363.11
Eastern Asia                                      ,2016Q2,        29875.35
Eastern Asia                                      ,2016Q3,        30089.97
Eastern Asia                                      ,2016Q4,        31486.27
Eastern Asia                                      ,2017Q1,        31926.05
Eastern Asia                                      ,2017Q2,        30532.33
Eastern Asia                                      ,2017Q3,        30768.26
Eastern Asia                                      ,2017Q4,        32004.43
Eastern Asia                                      ,2018Q1,        33259.64
Eastern Asia                                      ,2018Q2,        31758.28
Eastern Asia                                      ,2018Q3,         32344.1
Eastern Asia                                      ,2018Q4,         32323.4
Eastern Asia                                      ,2019Q1,        33486.24
Eastern Asia                                      ,2019Q2,        32265.05
Eastern Asia                                      ,2019Q3,        32609.21
Eastern Asia                                      ,2019Q4,        33613.63
Eastern Asia                                      ,2020Q1,        32123.61
Eastern Asia                                      ,2020Q2,         32247.4
Eastern Asia                                      ,2020Q3,        33804.49
Eastern Asia                                      ,2020Q4,        34810.38
Eastern Asia                                      ,2021Q1,        35908.91
Eastern Asia                                      ,2021Q2,        34597.94
Eastern Asia                                      ,2021Q3,        33879.73
Eastern Asia                                      ,2021Q4,        35028.89
Eastern Asia                                      ,2022Q1,        36746.08
Eastern Asia                                      ,2022Q2,        34036.69
Eastern Asia                                      ,2022Q3,        34330.47
Eastern Asia                                      ,2022Q4,        34816.64
Eastern Asia                                      ,2023Q1,        36178.87
Eastern Asia                                      ,2023Q2,        34326.39
Eastern Europe                                    ,2010Q1,         7696.48
Eastern Europe                                    ,2010Q2,         6256.93
Eastern Europe                                    ,2010Q3,         6117.69
Eastern Europe                                    ,2010Q4,         7438.64
Eastern Europe                                    ,2011Q1,         7953.31
Eastern Europe                                    ,2011Q2,            6523
Eastern Europe                                    ,2011Q3,          6244.3
Eastern Europe                                    ,2011Q4,         7468.23
Eastern Europe                                    ,2012Q1,         8047.17
Eastern Europe                                    ,2012Q2,         6351.22
Eastern Europe                                    ,2012Q3,         6199.31
Eastern Europe                                    ,2012Q4,          7519.9
Eastern Europe                                    ,2013Q1,         7650.57
Eastern Europe                                    ,2013Q2,         6323.27
Eastern Europe                                    ,2013Q3,         6244.42
Eastern Europe                                    ,2013Q4,         7103.38
Eastern Europe                                    ,2014Q1,            7377
Eastern Europe                                    ,2014Q2,          6179.5
Eastern Europe                                    ,2014Q3,         5987.82
Eastern Europe                                    ,2014Q4,         7269.44
Eastern Europe                                    ,2015Q1,         7134.76
Eastern Europe                                    ,2015Q2,         6131.62
Eastern Europe                                    ,2015Q3,          6076.2
Eastern Europe                                    ,2015Q4,         7121.58
Eastern Europe                                    ,2016Q1,         7158.19
Eastern Europe                                    ,2016Q2,         6035.87
Eastern Europe                                    ,2016Q3,         5968.21
Eastern Europe                                    ,2016Q4,         7545.47
Eastern Europe                                    ,2017Q1,         7472.44
Eastern Europe                                    ,2017Q2,         6399.89
Eastern Europe                                    ,2017Q3,         6117.34
Eastern Europe                                    ,2017Q4,         7214.97
Eastern Europe                                    ,2018Q1,         7823.09
Eastern Europe                                    ,2018Q2,         6349.44
Eastern Europe                                    ,2018Q3,          6120.8
Eastern Europe                                    ,2018Q4,         7554.57
Eastern Europe                                    ,2019Q1,          7515.3
Eastern Europe                                    ,2019Q2,         6308.19
Eastern Europe                                    ,2019Q3,         6342.38
Eastern Europe                                    ,2019Q4,         7274.59
Eastern Europe                                    ,2020Q1,         7125.68
Eastern Europe                                    ,2020Q2,         5987.91
Eastern Europe                                    ,2020Q3,         5967.11
Eastern Europe                                    ,2020Q4,         7213.32
Eastern Europe                                    ,2021Q1,         7597.99
Eastern Europe                                    ,2021Q2,         6216.73
Eastern Europe                                    ,2021Q3,         6175.21
Eastern Europe                                    ,2021Q4,         7565.22
Eastern Europe                                    ,2022Q1,         7553.04
Eastern Europe                                    ,2022Q2,         6092.58
Eastern Europe                                    ,2022Q3,         5975.17
Eastern Europe                                    ,2022Q4,         7257.68
Eastern Europe                                    ,2023Q1,         7296.99
Eastern Europe                                    ,2023Q2,         6165.54
Emerging and Developing Economies                 ,2010Q1,        62072.35
Emerging and Developing Economies                 ,2010Q2,        60538.41
Emerging and Developing Economies                 ,2010Q3,        60805.68
Emerging and Developing Economies                 ,2010Q4,        64052.08
Emerging and Developing Economies                 ,2011Q1,        66964.64
Emerging and Developing Economies                 ,2011Q2,        63364.67
Emerging and Developing Economies                 ,2011Q3,        63399.27
Emerging and Developing Economies                 ,2011Q4,        66571.75
Emerging and Developing Economies                 ,2012Q1,         69660.1
Emerging and Developing Economies                 ,2012Q2,        64636.08
Emerging and Developing Economies                 ,2012Q3,        64784.41
Emerging and Developing Economies                 ,2012Q4,         68806.6
Emerging and Developing Economies                 ,2013Q1,        70207.81
Emerging and Developing Economies                 ,2013Q2,        66886.92
Emerging and Developing Economies                 ,2013Q3,        66853.19
Emerging and Developing Economies                 ,2013Q4,        69434.25
Emerging and Developing Economies                 ,2014Q1,        71097.57
Emerging and Developing Economies                 ,2014Q2,        67449.02
Emerging and Developing Economies                 ,2014Q3,        68203.32
Emerging and Developing Economies                 ,2014Q4,        71832.17
Emerging and Developing Economies                 ,2015Q1,        70586.24
Emerging and Developing Economies                 ,2015Q2,        67225.28
Emerging and Developing Economies                 ,2015Q3,        68061.29
World                                             ,2023Q1,        107090.7
World                                             ,2023Q2,       101304.58
Southern Europe                                   ,2018Q1,         2225.57
Southern Europe                                   ,2018Q2,          2058.6
Southern Europe                                   ,2018Q3,         2075.28
Southern Europe                                   ,2018Q4,         2192.06
Southern Europe                                   ,2019Q1,         2156.47
Southern Europe                                   ,2019Q2,         2070.94
Southern Europe                                   ,2019Q3,         1985.99
Southern Europe                                   ,2019Q4,         2035.87
Southern Europe                                   ,2020Q1,         1982.58
Southern Europe                                   ,2020Q2,         1585.76
Southern Europe                                   ,2020Q3,         1857.09
Southern Europe                                   ,2020Q4,          1919.9
Southern Europe                                   ,2021Q1,         1911.28
Southern Europe                                   ,2021Q2,         1887.57
Southern Europe                                   ,2021Q3,         1847.57
Southern Europe                                   ,2021Q4,         2020.93
Southern Europe                                   ,2022Q1,         2028.15
Southern Europe                                   ,2022Q2,         1916.19
Southern Europe                                   ,2022Q3,            1905
Southern Europe                                   ,2022Q4,         1911.65
Southern Europe                                   ,2023Q1,         1954.33
Southern Europe                                   ,2023Q2,          1817.1
Sub-Saharan Africa                                ,2010Q1,         3744.41
Sub-Saharan Africa                                ,2010Q2,         3976.57
Sub-Saharan Africa                                ,2010Q3,         4080.39
Sub-Saharan Africa                                ,2010Q4,         3963.13
Sub-Saharan Africa                                ,2011Q1,            4011
Sub-Saharan Africa                                ,2011Q2,         4064.42
Sub-Saharan Africa                                ,2011Q3,         4044.62
Sub-Saharan Africa                                ,2011Q4,          3916.1
Sub-Saharan Africa                                ,2012Q1,         4002.85
Sub-Saharan Africa                                ,2012Q2,         4142.67
Sub-Saharan Africa                                ,2012Q3,         4218.51
Sub-Saharan Africa                                ,2012Q4,         4199.87
Sub-Saharan Africa                                ,2013Q1,         4105.36
Sub-Saharan Africa                                ,2013Q2,         4236.11
Sub-Saharan Africa                                ,2013Q3,         4360.44
Sub-Saharan Africa                                ,2013Q4,          4302.8
Sub-Saharan Africa                                ,2014Q1,         4226.78
Sub-Saharan Africa                                ,2014Q2,          4423.9
Sub-Saharan Africa                                ,2014Q3,         4414.47
Sub-Saharan Africa                                ,2014Q4,         4450.68
Sub-Saharan Africa                                ,2015Q1,         4341.04
Sub-Saharan Africa                                ,2015Q2,         4254.71
Sub-Saharan Africa                                ,2015Q3,         4474.72
Sub-Saharan Africa                                ,2015Q4,         4521.78
Sub-Saharan Africa                                ,2016Q1,          4415.2
Sub-Saharan Africa                                ,2016Q2,         4460.81
Sub-Saharan Africa                                ,2016Q3,         4460.55
Sub-Saharan Africa                                ,2016Q4,         4466.91
Sub-Saharan Africa                                ,2017Q1,         4364.49
Sub-Saharan Africa                                ,2017Q2,         4491.85
Sub-Saharan Africa                                ,2017Q3,          4620.2
Sub-Saharan Africa                                ,2017Q4,         4658.06
Sub-Saharan Africa                                ,2018Q1,         4484.26
Sub-Saharan Africa                                ,2018Q2,         4565.69
Sub-Saharan Africa                                ,2018Q3,         4718.81
Sub-Saharan Africa                                ,2018Q4,          4752.4
Sub-Saharan Africa                                ,2019Q1,         4598.41
Sub-Saharan Africa                                ,2019Q2,         4707.04
Sub-Saharan Africa                                ,2019Q3,         4851.58
Sub-Saharan Africa                                ,2019Q4,         4922.69
Sub-Saharan Africa                                ,2020Q1,         4790.08
Sub-Saharan Africa                                ,2020Q2,         4269.48
Sub-Saharan Africa                                ,2020Q3,         4727.64
Sub-Saharan Africa                                ,2020Q4,         4659.18
Sub-Saharan Africa                                ,2021Q1,         4530.43
Sub-Saharan Africa                                ,2021Q2,         4674.94
Sub-Saharan Africa                                ,2021Q3,         4730.54
Sub-Saharan Africa                                ,2021Q4,         4825.95
Sub-Saharan Africa                                ,2022Q1,         4715.61
Sub-Saharan Africa                                ,2022Q2,          4759.9
Sub-Saharan Africa                                ,2022Q3,         4707.84
Sub-Saharan Africa                                ,2022Q4,         4721.73
Sub-Saharan Africa                                ,2023Q1,         4626.34
Sub-Saharan Africa                                ,2023Q2,         4768.17
Western Asia                                      ,2010Q1,         4181.06
Western Asia                                      ,2010Q2,         4481.57
Western Asia                                      ,2010Q3,         4571.14
Western Asia                                      ,2010Q4,         4707.54
Western Asia                                      ,2011Q1,         4549.19
Western Asia                                      ,2011Q2,         4646.72
Western Asia                                      ,2011Q3,         4766.02
Western Asia                                      ,2011Q4,         4913.22
Western Asia                                      ,2012Q1,         4974.79
Western Asia                                      ,2012Q2,         5017.82
Western Asia                                      ,2012Q3,         4946.33
Western Asia                                      ,2012Q4,         4883.92
Western Asia                                      ,2013Q1,         4854.61
Western Asia                                      ,2013Q2,         5092.19
Western Asia                                      ,2013Q3,         5070.22
Western Asia                                      ,2013Q4,         5063.44
Western Asia                                      ,2014Q1,         5063.73
Western Asia                                      ,2014Q2,         5088.46
Western Asia                                      ,2014Q3,         5328.91
Western Asia                                      ,2014Q4,         5225.37
Western Asia                                      ,2015Q1,         5231.76
Western Asia                                      ,2015Q2,         5197.38
Western Asia                                      ,2015Q3,         5241.83
Western Asia                                      ,2015Q4,         5598.17
Western Asia                                      ,2016Q1,         5485.07
Western Asia                                      ,2016Q2,         5519.51
Western Asia                                      ,2016Q3,         5320.73
Western Asia                                      ,2016Q4,         5663.29
Western Asia                                      ,2017Q1,         5546.04
Western Asia                                      ,2017Q2,         5504.32
Western Asia                                      ,2017Q3,         5525.49
Western Asia                                      ,2017Q4,         5716.17
Western Asia                                      ,2018Q1,          5474.4
Western Asia                                      ,2018Q2,         5606.46
Western Asia                                      ,2018Q3,         5638.25
Western Asia                                      ,2018Q4,         5464.15
Western Asia                                      ,2019Q1,         5372.98
Western Asia                                      ,2019Q2,         5626.61
Western Asia                                      ,2019Q3,         5709.45
Western Asia                                      ,2019Q4,         5775.26
Western Asia                                      ,2020Q1,         5588.35
Western Asia                                      ,2020Q2,         5054.38
Western Asia                                      ,2020Q3,         5608.67
Western Asia                                      ,2020Q4,         5798.64
Western Asia                                      ,2021Q1,         5714.75
Western Asia                                      ,2021Q2,         5655.38
Western Asia                                      ,2021Q3,         5675.59
Western Asia                                      ,2021Q4,         5988.28
Western Asia                                      ,2022Q1,         5780.53
Western Asia                                      ,2022Q2,            5960
Western Asia                                      ,2022Q3,          5999.3
Western Asia                                      ,2022Q4,         6154.13
Western Asia                                      ,2023Q1,         5961.16
Western Asia                                      ,2023Q2,         5851.18
Western Europe                                    ,2010Q1,         4250.56
Western Europe                                    ,2010Q2,         3979.64
Western Europe                                    ,2010Q3,         3830.25
Western Europe                                    ,2010Q4,         4316.94
Western Europe                                    ,2011Q1,         4174.44
Western Europe                                    ,2011Q2,         3772.39
Western Europe                                    ,2011Q3,         3708.61
Western Europe                                    ,2011Q4,         4058.31
Western Europe                                    ,2012Q1,         4178.53
Western Europe                                    ,2012Q2,         3812.62
Western Europe                                    ,2012Q3,         3703.67
Western Europe                                    ,2012Q4,         4048.85
Western Europe                                    ,2013Q1,         4233.03
Western Europe                                    ,2013Q2,         3874.64
Western Europe                                    ,2013Q3,         3735.21
Western Europe                                    ,2013Q4,         4013.21
Western Europe                                    ,2014Q1,         3890.06
Western Europe                                    ,2014Q2,          3647.9
Western Europe                                    ,2014Q3,         3590.77
Western Europe                                    ,2014Q4,         3890.33
Western Europe                                    ,2015Q1,         4000.79
Western Europe                                    ,2015Q2,         3652.84
Western Europe                                    ,2015Q3,         3700.85
Western Europe                                    ,2015Q4,         3916.61
Western Europe                                    ,2016Q1,         3979.12
Western Europe                                    ,2016Q2,         3717.77
Western Europe                                    ,2016Q3,         3555.78
Western Europe                                    ,2016Q4,          3995.8
Western Europe                                    ,2017Q1,         4051.74
Western Europe                                    ,2017Q2,         3709.68
Western Europe                                    ,2017Q3,         3565.78
Western Europe                                    ,2017Q4,         3836.64
Western Europe                                    ,2018Q1,         3946.16
Western Europe                                    ,2018Q2,         3518.46
Western Europe                                    ,2018Q3,          3498.4
Western Europe                                    ,2018Q4,         3765.49
Western Europe                                    ,2019Q1,         3777.18
Western Europe                                    ,2019Q2,         3477.91
Western Europe                                    ,2019Q3,         3346.29
Western Europe                                    ,2019Q4,         3581.64
Western Europe                                    ,2020Q1,         3446.06
Western Europe                                    ,2020Q2,         2776.76
Western Europe                                    ,2020Q3,         3034.98
Western Europe                                    ,2020Q4,          3379.6
Western Europe                                    ,2021Q1,         3405.19
Western Europe                                    ,2021Q2,         3243.57
Western Europe                                    ,2021Q3,         3074.55
Western Europe                                    ,2021Q4,         3459.01
Western Europe                                    ,2022Q1,         3412.09
Western Europe                                    ,2022Q2,          3220.9
Western Europe                                    ,2022Q3,          3152.7
Western Europe                                    ,2022Q4,         3283.98
Western Europe                                    ,2023Q1,          3345.1
Western Europe                                    ,2023Q2,         3038.51
World                                             ,2010Q1,        93264.44
World                                             ,2010Q2,        90284.01
World                                             ,2010Q3,        90941.61
World                                             ,2010Q4,        95448.57
World                                             ,2011Q1,        98333.83
World                                             ,2011Q2,        92808.11
World                                             ,2011Q3,        93244.51
World                                             ,2011Q4,        96485.38
World                                             ,2012Q1,       100309.17
World                                             ,2012Q2,        93421.11
World                                             ,2012Q3,        93999.77
World                                             ,2012Q4,        98852.22
World                                             ,2013Q1,       101162.53
World                                             ,2013Q2,        96079.88
World                                             ,2013Q3,        96040.62
World                                             ,2013Q4,        99740.26
World                                             ,2014Q1,       101996.53
World                                             ,2014Q2,        96078.61
World                                             ,2014Q3,        96986.62
World                                             ,2014Q4,       101785.86
World                                             ,2015Q1,        101476.9
World                                             ,2015Q2,         95936.3
World                                             ,2015Q3,        97052.05
World                                             ,2015Q4,       100718.34
World                                             ,2016Q1,        99739.01
World                                             ,2016Q2,        94982.02
World                                             ,2016Q3,        95390.88
World                                             ,2016Q4,       100505.71
World                                             ,2017Q1,       101670.05
World                                             ,2017Q2,        97061.85
World                                             ,2017Q3,        97228.74
World                                             ,2017Q4,       101299.54
World                                             ,2018Q1,       104791.29
World                                             ,2018Q2,        99002.73
World                                             ,2018Q3,        99690.76
World                                             ,2018Q4,       103077.87
World                                             ,2019Q1,       104458.27
World                                             ,2019Q2,        99494.91
World                                             ,2019Q3,       100002.73
World                                             ,2019Q4,       103441.54
World                                             ,2020Q1,       101332.81
World                                             ,2020Q2,        90834.44
World                                             ,2020Q3,        97508.53
World                                             ,2020Q4,       102612.73
World                                             ,2021Q1,       105242.27
World                                             ,2021Q2,       100077.79
World                                             ,2021Q3,        99847.63
World                                             ,2021Q4,       105082.11
World                                             ,2022Q1,       108319.73
World                                             ,2022Q2,       101577.49
World                                             ,2022Q3,       101418.11
World                                             ,2022Q4,       104365.91
